id,student_id,date,present
1,1,2026-02-16,True
2,1,2026-02-17,True
3,1,2026-02-18,True
4,1,2026-02-19,True
5,1,2026-02-20,True
6,1,2026-02-23,True
7,1,2026-02-24,True
8,1,2026-02-25,True
9,1,2026-02-26,True
10,1,2026-02-27,True
11,1,2026-03-02,True
12,1,2026-03-03,True
13,1,2026-03-04,True
14,1,2026-03-05,True
15,1,2026-03-06,True
16,1,2026-03-09,True
17,1,2026-03-10,True
18,1,2026-03-11,True
19,1,2026-03-12,True
20,1,2026-03-13,True
21,1,2026-03-16,True
22,1,2026-03-17,True
23,1,2026-03-18,True
24,1,2026-03-19,True
25,1,2026-03-20,True
26,1,2026-03-23,False
27,1,2026-03-24,True
28,1,2026-03-25,True
29,1,2026-03-26,True
30,1,2026-03-27,True
31,1,2026-03-30,True
32,1,2026-03-31,False
33,1,2026-04-01,True
34,1,2026-04-02,True
35,1,2026-04-03,True
36,1,2026-04-06,True
37,1,2026-04-07,True
38,1,2026-04-08,True
39,1,2026-04-09,True
40,1,2026-04-10,True
41,1,2026-04-13,True
42,1,2026-04-14,True
43,1,2026-04-15,True
44,1,2026-04-16,True
45,1,2026-04-17,True
46,1,2026-04-20,True
47,1,2026-04-21,True
48,1,2026-04-22,True
49,1,2026-04-23,True
50,1,2026-04-24,True
51,1,2026-04-27,True
52,1,2026-04-28,True
53,1,2026-04-29,True
54,1,2026-04-30,True
55,1,2026-05-01,True
56,1,2026-05-04,True
57,1,2026-05-05,True
58,1,2026-05-06,True
59,1,2026-05-07,True
60,1,2026-05-08,True
61,1,2026-05-11,True
62,1,2026-05-12,True
63,1,2026-05-13,True
64,1,2026-05-14,True
65,1,2026-05-15,True
66,1,2026-05-18,True
67,1,2026-05-19,True
68,1,2026-05-20,True
69,1,2026-05-21,True
70,1,2026-05-22,True
71,1,2026-05-25,True
72,1,2026-05-26,True
73,1,2026-05-27,True
74,1,2026-05-28,True
75,1,2026-05-29,True
76,1,2026-06-01,True
77,1,2026-06-02,True
78,1,2026-06-03,True
79,1,2026-06-04,True
80,1,2026-06-05,True
81,1,2026-06-08,True
82,1,2026-06-09,True
83,1,2026-06-10,True
84,1,2026-06-11,True
85,1,2026-06-12,True
86,1,2026-06-15,True
87,1,2026-06-16,True
88,1,2026-06-17,True
89,1,2026-06-18,True
90,1,2026-06-19,True
91,1,2026-06-22,True
92,1,2026-06-23,True
93,1,2026-06-24,True
94,1,2026-06-25,True
95,1,2026-06-26,True
96,1,2026-06-29,False
97,1,2026-06-30,True
98,1,2026-07-01,True
99,1,2026-07-02,True
100,1,2026-07-03,True
101,1,2026-07-06,True
102,1,2026-07-07,True
103,1,2026-07-08,True
104,1,2026-07-09,False
105,1,2026-07-10,True
106,1,2026-07-13,True
107,1,2026-07-14,True
108,1,2026-07-15,True
109,1,2026-07-16,True
110,1,2026-07-17,True
111,1,2026-07-20,True
112,1,2026-07-21,True
113,1,2026-07-22,True
114,1,2026-07-23,True
115,1,2026-07-24,True
116,1,2026-07-27,True
117,1,2026-07-28,True
118,1,2026-07-29,True
119,1,2026-07-30,True
120,1,2026-07-31,True
121,1,2026-08-03,True
122,1,2026-08-04,True
123,1,2026-08-05,True
124,1,2026-08-06,True
125,1,2026-08-07,True
126,2,2026-02-16,True
127,2,2026-02-17,True
128,2,2026-02-18,True
129,2,2026-02-19,True
130,2,2026-02-20,True
131,2,2026-02-23,True
132,2,2026-02-24,True
133,2,2026-02-25,True
134,2,2026-02-26,True
135,2,2026-02-27,True
136,2,2026-03-02,True
137,2,2026-03-03,True
138,2,2026-03-04,False
139,2,2026-03-05,True
140,2,2026-03-06,True
141,2,2026-03-09,True
142,2,2026-03-10,True
143,2,2026-03-11,True
144,2,2026-03-12,True
145,2,2026-03-13,True
146,2,2026-03-16,True
147,2,2026-03-17,True
148,2,2026-03-18,True
149,2,2026-03-19,True
150,2,2026-03-20,True
151,2,2026-03-23,True
152,2,2026-03-24,True
153,2,2026-03-25,False
154,2,2026-03-26,True
155,2,2026-03-27,True
156,2,2026-03-30,False
157,2,2026-03-31,True
158,2,2026-04-01,True
159,2,2026-04-02,True
160,2,2026-04-03,True
161,2,2026-04-06,True
162,2,2026-04-07,True
163,2,2026-04-08,True
164,2,2026-04-09,True
165,2,2026-04-10,True
166,2,2026-04-13,True
167,2,2026-04-14,True
168,2,2026-04-15,True
169,2,2026-04-16,True
170,2,2026-04-17,True
171,2,2026-04-20,True
172,2,2026-04-21,True
173,2,2026-04-22,True
174,2,2026-04-23,True
175,2,2026-04-24,True
176,2,2026-04-27,False
177,2,2026-04-28,True
178,2,2026-04-29,True
179,2,2026-04-30,True
180,2,2026-05-01,True
181,2,2026-05-04,False
182,2,2026-05-05,True
183,2,2026-05-06,True
184,2,2026-05-07,True
185,2,2026-05-08,True
186,2,2026-05-11,True
187,2,2026-05-12,True
188,2,2026-05-13,True
189,2,2026-05-14,True
190,2,2026-05-15,True
191,2,2026-05-18,True
192,2,2026-05-19,True
193,2,2026-05-20,True
194,2,2026-05-21,True
195,2,2026-05-22,True
196,2,2026-05-25,True
197,2,2026-05-26,True
198,2,2026-05-27,True
199,2,2026-05-28,True
200,2,2026-05-29,True
201,2,2026-06-01,True
202,2,2026-06-02,True
203,2,2026-06-03,False
204,2,2026-06-04,True
205,2,2026-06-05,True
206,2,2026-06-08,True
207,2,2026-06-09,True
208,2,2026-06-10,True
209,2,2026-06-11,True
210,2,2026-06-12,True
211,2,2026-06-15,True
212,2,2026-06-16,True
213,2,2026-06-17,True
214,2,2026-06-18,True
215,2,2026-06-19,True
216,2,2026-06-22,False
217,2,2026-06-23,True
218,2,2026-06-24,True
219,2,2026-06-25,True
220,2,2026-06-26,True
221,2,2026-06-29,True
222,2,2026-06-30,True
223,2,2026-07-01,True
224,2,2026-07-02,True
225,2,2026-07-03,True
226,2,2026-07-06,True
227,2,2026-07-07,True
228,2,2026-07-08,True
229,2,2026-07-09,True
230,2,2026-07-10,True
231,2,2026-07-13,True
232,2,2026-07-14,True
233,2,2026-07-15,True
234,2,2026-07-16,True
235,2,2026-07-17,True
236,2,2026-07-20,True
237,2,2026-07-21,True
238,2,2026-07-22,True
239,2,2026-07-23,True
240,2,2026-07-24,True
241,2,2026-07-27,True
242,2,2026-07-28,True
243,2,2026-07-29,True
244,2,2026-07-30,True
245,2,2026-07-31,True
246,2,2026-08-03,True
247,2,2026-08-04,True
248,2,2026-08-05,True
249,2,2026-08-06,True
250,2,2026-08-07,True
251,3,2026-02-16,True
252,3,2026-02-17,True
253,3,2026-02-18,True
254,3,2026-02-19,True
255,3,2026-02-20,True
256,3,2026-02-23,True
257,3,2026-02-24,True
258,3,2026-02-25,True
259,3,2026-02-26,True
260,3,2026-02-27,True
261,3,2026-03-02,True
262,3,2026-03-03,True
263,3,2026-03-04,True
264,3,2026-03-05,True
265,3,2026-03-06,True
266,3,2026-03-09,True
267,3,2026-03-10,True
268,3,2026-03-11,True
269,3,2026-03-12,True
270,3,2026-03-13,True
271,3,2026-03-16,True
272,3,2026-03-17,True
273,3,2026-03-18,True
274,3,2026-03-19,True
275,3,2026-03-20,True
276,3,2026-03-23,True
277,3,2026-03-24,True
278,3,2026-03-25,True
279,3,2026-03-26,True
280,3,2026-03-27,True
281,3,2026-03-30,True
282,3,2026-03-31,True
283,3,2026-04-01,True
284,3,2026-04-02,True
285,3,2026-04-03,True
286,3,2026-04-06,True
287,3,2026-04-07,True
288,3,2026-04-08,True
289,3,2026-04-09,True
290,3,2026-04-10,True
291,3,2026-04-13,True
292,3,2026-04-14,True
293,3,2026-04-15,True
294,3,2026-04-16,True
295,3,2026-04-17,True
296,3,2026-04-20,False
297,3,2026-04-21,False
298,3,2026-04-22,True
299,3,2026-04-23,True
300,3,2026-04-24,True
301,3,2026-04-27,True
302,3,2026-04-28,True
303,3,2026-04-29,True
304,3,2026-04-30,True
305,3,2026-05-01,True
306,3,2026-05-04,True
307,3,2026-05-05,True
308,3,2026-05-06,True
309,3,2026-05-07,True
310,3,2026-05-08,True
311,3,2026-05-11,True
312,3,2026-05-12,True
313,3,2026-05-13,True
314,3,2026-05-14,True
315,3,2026-05-15,True
316,3,2026-05-18,True
317,3,2026-05-19,False
318,3,2026-05-20,True
319,3,2026-05-21,True
320,3,2026-05-22,True
321,3,2026-05-25,True
322,3,2026-05-26,True
323,3,2026-05-27,True
324,3,2026-05-28,True
325,3,2026-05-29,True
326,3,2026-06-01,True
327,3,2026-06-02,True
328,3,2026-06-03,True
329,3,2026-06-04,True
330,3,2026-06-05,True
331,3,2026-06-08,True
332,3,2026-06-09,True
333,3,2026-06-10,True
334,3,2026-06-11,True
335,3,2026-06-12,True
336,3,2026-06-15,True
337,3,2026-06-16,True
338,3,2026-06-17,True
339,3,2026-06-18,True
340,3,2026-06-19,False
341,3,2026-06-22,False
342,3,2026-06-23,True
343,3,2026-06-24,True
344,3,2026-06-25,True
345,3,2026-06-26,True
346,3,2026-06-29,True
347,3,2026-06-30,True
348,3,2026-07-01,True
349,3,2026-07-02,True
350,3,2026-07-03,True
351,3,2026-07-06,True
352,3,2026-07-07,True
353,3,2026-07-08,True
354,3,2026-07-09,True
355,3,2026-07-10,True
356,3,2026-07-13,True
357,3,2026-07-14,True
358,3,2026-07-15,True
359,3,2026-07-16,True
360,3,2026-07-17,True
361,3,2026-07-20,True
362,3,2026-07-21,True
363,3,2026-07-22,True
364,3,2026-07-23,False
365,3,2026-07-24,True
366,3,2026-07-27,True
367,3,2026-07-28,True
368,3,2026-07-29,True
369,3,2026-07-30,True
370,3,2026-07-31,True
371,3,2026-08-03,True
372,3,2026-08-04,True
373,3,2026-08-05,True
374,3,2026-08-06,True
375,3,2026-08-07,True
376,4,2026-02-16,True
377,4,2026-02-17,True
378,4,2026-02-18,True
379,4,2026-02-19,True
380,4,2026-02-20,True
381,4,2026-02-23,True
382,4,2026-02-24,True
383,4,2026-02-25,True
384,4,2026-02-26,True
385,4,2026-02-27,True
386,4,2026-03-02,True
387,4,2026-03-03,True
388,4,2026-03-04,True
389,4,2026-03-05,True
390,4,2026-03-06,True
391,4,2026-03-09,True
392,4,2026-03-10,True
393,4,2026-03-11,True
394,4,2026-03-12,True
395,4,2026-03-13,True
396,4,2026-03-16,True
397,4,2026-03-17,True
398,4,2026-03-18,True
399,4,2026-03-19,True
400,4,2026-03-20,True
401,4,2026-03-23,True
402,4,2026-03-24,True
403,4,2026-03-25,True
404,4,2026-03-26,True
405,4,2026-03-27,True
406,4,2026-03-30,True
407,4,2026-03-31,True
408,4,2026-04-01,True
409,4,2026-04-02,True
410,4,2026-04-03,True
411,4,2026-04-06,True
412,4,2026-04-07,False
413,4,2026-04-08,True
414,4,2026-04-09,True
415,4,2026-04-10,True
416,4,2026-04-13,True
417,4,2026-04-14,True
418,4,2026-04-15,True
419,4,2026-04-16,True
420,4,2026-04-17,True
421,4,2026-04-20,True
422,4,2026-04-21,True
423,4,2026-04-22,True
424,4,2026-04-23,True
425,4,2026-04-24,True
426,4,2026-04-27,True
427,4,2026-04-28,True
428,4,2026-04-29,True
429,4,2026-04-30,True
430,4,2026-05-01,True
431,4,2026-05-04,True
432,4,2026-05-05,True
433,4,2026-05-06,True
434,4,2026-05-07,True
435,4,2026-05-08,True
436,4,2026-05-11,True
437,4,2026-05-12,True
438,4,2026-05-13,True
439,4,2026-05-14,True
440,4,2026-05-15,True
441,4,2026-05-18,True
442,4,2026-05-19,True
443,4,2026-05-20,True
444,4,2026-05-21,True
445,4,2026-05-22,True
446,4,2026-05-25,True
447,4,2026-05-26,True
448,4,2026-05-27,True
449,4,2026-05-28,True
450,4,2026-05-29,True
451,4,2026-06-01,True
452,4,2026-06-02,True
453,4,2026-06-03,True
454,4,2026-06-04,True
455,4,2026-06-05,True
456,4,2026-06-08,True
457,4,2026-06-09,True
458,4,2026-06-10,True
459,4,2026-06-11,True
460,4,2026-06-12,True
461,4,2026-06-15,True
462,4,2026-06-16,True
463,4,2026-06-17,True
464,4,2026-06-18,True
465,4,2026-06-19,True
466,4,2026-06-22,True
467,4,2026-06-23,True
468,4,2026-06-24,True
469,4,2026-06-25,True
470,4,2026-06-26,True
471,4,2026-06-29,True
472,4,2026-06-30,True
473,4,2026-07-01,True
474,4,2026-07-02,True
475,4,2026-07-03,True
476,4,2026-07-06,True
477,4,2026-07-07,True
478,4,2026-07-08,True
479,4,2026-07-09,True
480,4,2026-07-10,True
481,4,2026-07-13,True
482,4,2026-07-14,True
483,4,2026-07-15,True
484,4,2026-07-16,True
485,4,2026-07-17,True
486,4,2026-07-20,True
487,4,2026-07-21,True
488,4,2026-07-22,True
489,4,2026-07-23,True
490,4,2026-07-24,True
491,4,2026-07-27,True
492,4,2026-07-28,True
493,4,2026-07-29,True
494,4,2026-07-30,True
495,4,2026-07-31,True
496,4,2026-08-03,True
497,4,2026-08-04,True
498,4,2026-08-05,True
499,4,2026-08-06,True
500,4,2026-08-07,True
501,5,2026-02-16,True
502,5,2026-02-17,False
503,5,2026-02-18,True
504,5,2026-02-19,True
505,5,2026-02-20,True
506,5,2026-02-23,True
507,5,2026-02-24,True
508,5,2026-02-25,True
509,5,2026-02-26,True
510,5,2026-02-27,True
511,5,2026-03-02,True
512,5,2026-03-03,True
513,5,2026-03-04,True
514,5,2026-03-05,True
515,5,2026-03-06,True
516,5,2026-03-09,True
517,5,2026-03-10,True
518,5,2026-03-11,True
519,5,2026-03-12,True
520,5,2026-03-13,True
521,5,2026-03-16,True
522,5,2026-03-17,True
523,5,2026-03-18,True
524,5,2026-03-19,True
525,5,2026-03-20,True
526,5,2026-03-23,True
527,5,2026-03-24,True
528,5,2026-03-25,True
529,5,2026-03-26,True
530,5,2026-03-27,True
531,5,2026-03-30,True
532,5,2026-03-31,True
533,5,2026-04-01,True
534,5,2026-04-02,True
535,5,2026-04-03,True
536,5,2026-04-06,True
537,5,2026-04-07,True
538,5,2026-04-08,True
539,5,2026-04-09,True
540,5,2026-04-10,True
541,5,2026-04-13,True
542,5,2026-04-14,True
543,5,2026-04-15,True
544,5,2026-04-16,True
545,5,2026-04-17,True
546,5,2026-04-20,True
547,5,2026-04-21,True
548,5,2026-04-22,True
549,5,2026-04-23,True
550,5,2026-04-24,True
551,5,2026-04-27,True
552,5,2026-04-28,True
553,5,2026-04-29,True
554,5,2026-04-30,True
555,5,2026-05-01,True
556,5,2026-05-04,False
557,5,2026-05-05,True
558,5,2026-05-06,True
559,5,2026-05-07,True
560,5,2026-05-08,True
561,5,2026-05-11,True
562,5,2026-05-12,True
563,5,2026-05-13,True
564,5,2026-05-14,True
565,5,2026-05-15,True
566,5,2026-05-18,True
567,5,2026-05-19,True
568,5,2026-05-20,True
569,5,2026-05-21,True
570,5,2026-05-22,True
571,5,2026-05-25,True
572,5,2026-05-26,True
573,5,2026-05-27,True
574,5,2026-05-28,False
575,5,2026-05-29,True
576,5,2026-06-01,True
577,5,2026-06-02,True
578,5,2026-06-03,True
579,5,2026-06-04,True
580,5,2026-06-05,True
581,5,2026-06-08,True
582,5,2026-06-09,True
583,5,2026-06-10,True
584,5,2026-06-11,True
585,5,2026-06-12,True
586,5,2026-06-15,True
587,5,2026-06-16,True
588,5,2026-06-17,True
589,5,2026-06-18,True
590,5,2026-06-19,True
591,5,2026-06-22,True
592,5,2026-06-23,True
593,5,2026-06-24,True
594,5,2026-06-25,True
595,5,2026-06-26,True
596,5,2026-06-29,True
597,5,2026-06-30,True
598,5,2026-07-01,True
599,5,2026-07-02,True
600,5,2026-07-03,True
601,5,2026-07-06,True
602,5,2026-07-07,True
603,5,2026-07-08,True
604,5,2026-07-09,True
605,5,2026-07-10,True
606,5,2026-07-13,True
607,5,2026-07-14,True
608,5,2026-07-15,True
609,5,2026-07-16,True
610,5,2026-07-17,True
611,5,2026-07-20,True
612,5,2026-07-21,True
613,5,2026-07-22,True
614,5,2026-07-23,True
615,5,2026-07-24,True
616,5,2026-07-27,True
617,5,2026-07-28,True
618,5,2026-07-29,True
619,5,2026-07-30,True
620,5,2026-07-31,True
621,5,2026-08-03,True
622,5,2026-08-04,True
623,5,2026-08-05,True
624,5,2026-08-06,True
625,5,2026-08-07,True
626,6,2026-02-16,True
627,6,2026-02-17,True
628,6,2026-02-18,True
629,6,2026-02-19,True
630,6,2026-02-20,True
631,6,2026-02-23,True
632,6,2026-02-24,True
633,6,2026-02-25,True
634,6,2026-02-26,True
635,6,2026-02-27,True
636,6,2026-03-02,True
637,6,2026-03-03,True
638,6,2026-03-04,True
639,6,2026-03-05,True
640,6,2026-03-06,True
641,6,2026-03-09,True
642,6,2026-03-10,True
643,6,2026-03-11,True
644,6,2026-03-12,True
645,6,2026-03-13,True
646,6,2026-03-16,True
647,6,2026-03-17,True
648,6,2026-03-18,True
649,6,2026-03-19,True
650,6,2026-03-20,True
651,6,2026-03-23,True
652,6,2026-03-24,True
653,6,2026-03-25,True
654,6,2026-03-26,True
655,6,2026-03-27,True
656,6,2026-03-30,True
657,6,2026-03-31,True
658,6,2026-04-01,True
659,6,2026-04-02,True
660,6,2026-04-03,True
661,6,2026-04-06,True
662,6,2026-04-07,True
663,6,2026-04-08,True
664,6,2026-04-09,True
665,6,2026-04-10,True
666,6,2026-04-13,True
667,6,2026-04-14,True
668,6,2026-04-15,True
669,6,2026-04-16,True
670,6,2026-04-17,True
671,6,2026-04-20,True
672,6,2026-04-21,True
673,6,2026-04-22,True
674,6,2026-04-23,True
675,6,2026-04-24,True
676,6,2026-04-27,True
677,6,2026-04-28,True
678,6,2026-04-29,True
679,6,2026-04-30,True
680,6,2026-05-01,True
681,6,2026-05-04,True
682,6,2026-05-05,True
683,6,2026-05-06,True
684,6,2026-05-07,True
685,6,2026-05-08,True
686,6,2026-05-11,False
687,6,2026-05-12,False
688,6,2026-05-13,True
689,6,2026-05-14,True
690,6,2026-05-15,True
691,6,2026-05-18,True
692,6,2026-05-19,True
693,6,2026-05-20,True
694,6,2026-05-21,True
695,6,2026-05-22,True
696,6,2026-05-25,True
697,6,2026-05-26,True
698,6,2026-05-27,True
699,6,2026-05-28,True
700,6,2026-05-29,True
701,6,2026-06-01,True
702,6,2026-06-02,True
703,6,2026-06-03,True
704,6,2026-06-04,True
705,6,2026-06-05,True
706,6,2026-06-08,False
707,6,2026-06-09,True
708,6,2026-06-10,True
709,6,2026-06-11,True
710,6,2026-06-12,True
711,6,2026-06-15,True
712,6,2026-06-16,True
713,6,2026-06-17,True
714,6,2026-06-18,True
715,6,2026-06-19,True
716,6,2026-06-22,True
717,6,2026-06-23,True
718,6,2026-06-24,True
719,6,2026-06-25,True
720,6,2026-06-26,True
721,6,2026-06-29,True
722,6,2026-06-30,True
723,6,2026-07-01,True
724,6,2026-07-02,True
725,6,2026-07-03,True
726,6,2026-07-06,True
727,6,2026-07-07,True
728,6,2026-07-08,True
729,6,2026-07-09,True
730,6,2026-07-10,True
731,6,2026-07-13,True
732,6,2026-07-14,True
733,6,2026-07-15,True
734,6,2026-07-16,True
735,6,2026-07-17,True
736,6,2026-07-20,True
737,6,2026-07-21,True
738,6,2026-07-22,True
739,6,2026-07-23,True
740,6,2026-07-24,False
741,6,2026-07-27,True
742,6,2026-07-28,True
743,6,2026-07-29,True
744,6,2026-07-30,True
745,6,2026-07-31,True
746,6,2026-08-03,True
747,6,2026-08-04,True
748,6,2026-08-05,True
749,6,2026-08-06,True
750,6,2026-08-07,True
751,7,2026-02-16,True
752,7,2026-02-17,True
753,7,2026-02-18,True
754,7,2026-02-19,True
755,7,2026-02-20,True
756,7,2026-02-23,True
757,7,2026-02-24,True
758,7,2026-02-25,True
759,7,2026-02-26,True
760,7,2026-02-27,True
761,7,2026-03-02,True
762,7,2026-03-03,True
763,7,2026-03-04,True
764,7,2026-03-05,True
765,7,2026-03-06,True
766,7,2026-03-09,True
767,7,2026-03-10,True
768,7,2026-03-11,True
769,7,2026-03-12,True
770,7,2026-03-13,True
771,7,2026-03-16,True
772,7,2026-03-17,True
773,7,2026-03-18,True
774,7,2026-03-19,True
775,7,2026-03-20,True
776,7,2026-03-23,True
777,7,2026-03-24,True
778,7,2026-03-25,True
779,7,2026-03-26,True
780,7,2026-03-27,True
781,7,2026-03-30,True
782,7,2026-03-31,True
783,7,2026-04-01,True
784,7,2026-04-02,True
785,7,2026-04-03,True
786,7,2026-04-06,True
787,7,2026-04-07,True
788,7,2026-04-08,True
789,7,2026-04-09,True
790,7,2026-04-10,True
791,7,2026-04-13,True
792,7,2026-04-14,True
793,7,2026-04-15,True
794,7,2026-04-16,True
795,7,2026-04-17,True
796,7,2026-04-20,True
797,7,2026-04-21,True
798,7,2026-04-22,True
799,7,2026-04-23,True
800,7,2026-04-24,True
801,7,2026-04-27,True
802,7,2026-04-28,True
803,7,2026-04-29,True
804,7,2026-04-30,True
805,7,2026-05-01,True
806,7,2026-05-04,True
807,7,2026-05-05,True
808,7,2026-05-06,True
809,7,2026-05-07,True
810,7,2026-05-08,True
811,7,2026-05-11,True
812,7,2026-05-12,False
813,7,2026-05-13,True
814,7,2026-05-14,True
815,7,2026-05-15,True
816,7,2026-05-18,True
817,7,2026-05-19,True
818,7,2026-05-20,True
819,7,2026-05-21,True
820,7,2026-05-22,True
821,7,2026-05-25,True
822,7,2026-05-26,True
823,7,2026-05-27,True
824,7,2026-05-28,True
825,7,2026-05-29,True
826,7,2026-06-01,True
827,7,2026-06-02,True
828,7,2026-06-03,True
829,7,2026-06-04,True
830,7,2026-06-05,True
831,7,2026-06-08,True
832,7,2026-06-09,True
833,7,2026-06-10,True
834,7,2026-06-11,True
835,7,2026-06-12,True
836,7,2026-06-15,True
837,7,2026-06-16,True
838,7,2026-06-17,True
839,7,2026-06-18,True
840,7,2026-06-19,True
841,7,2026-06-22,True
842,7,2026-06-23,True
843,7,2026-06-24,True
844,7,2026-06-25,True
845,7,2026-06-26,True
846,7,2026-06-29,True
847,7,2026-06-30,True
848,7,2026-07-01,True
849,7,2026-07-02,True
850,7,2026-07-03,True
851,7,2026-07-06,True
852,7,2026-07-07,True
853,7,2026-07-08,True
854,7,2026-07-09,True
855,7,2026-07-10,True
856,7,2026-07-13,True
857,7,2026-07-14,True
858,7,2026-07-15,True
859,7,2026-07-16,True
860,7,2026-07-17,True
861,7,2026-07-20,False
862,7,2026-07-21,True
863,7,2026-07-22,True
864,7,2026-07-23,True
865,7,2026-07-24,True
866,7,2026-07-27,True
867,7,2026-07-28,True
868,7,2026-07-29,True
869,7,2026-07-30,True
870,7,2026-07-31,True
